Schema,Code,StructureLabel,Description,AlphaBetaRatio
FMA (3.2),9139, Thoracic vertebra, Thoracic vertebra,0
FMA (3.2),9151, Thoracic vertebral arch, Thoracic vertebral arch,0
FMA (3.2),9142, Thoracic vertebral canal, Thoracic vertebral canal,0
FMA (3.2),10428, Thoracic wall, Thoracic wall,0
FMA (3.2),65290, Thoracodorsal nerve, Thoracodorsal nerve,0
FMA (3.2),24187, Thoracolumbar part of back, Thoracolumbar part of back,0
FMA (3.2),9576, Thorax, Thorax,0
FMA (3.2),4747, Thymic vein, Thymic vein,0
FMA (3.2),9607, Thymus, Thymus,0
FMA (3.2),46588, Thyro-arytenoid, Thyro-arytenoid,0
FMA (3.2),13344, Thyrohyoid, Thyrohyoid,0
FMA (3.2),9603, Thyroid, Thyroid gland,0
FMA (3.2),55099, Thyroid cartilage, Thyroid cartilage,0
FMA (3.2),61235, Thyroid lymph node, Thyroid lymph node,0
FMA (3.2),233374, Thyroid lymph node group of brachiocephalic lymphatic chain, Thyroid lymph node group of brachiocephalic lymphatic chain,0
FMA (3.2),232381, Thyroid lymphatic chain, Thyroid lymphatic chain,0
FMA (3.2),85157, Thyroid tributary of brachiocephalic lymphatic chain, Thyroid tributary of brachiocephalic lymphatic chain,0
FMA (3.2),24476, Tibia, Tibia,0
FMA (3.2),44306, Tibial lymph node, Tibial lymph node,0
FMA (3.2),236311, Tibial lymphatic tree of free lower limb segment, Tibial lymphatic tree of free lower limb segment,0
FMA (3.2),236315, Tibial lymphatic tree of left free lower limb segment, Tibial lymphatic tree of left free lower limb segment,0
FMA (3.2),236313, Tibial lymphatic tree of right free lower limb segment, Tibial lymphatic tree of right free lower limb segment,0
FMA (3.2),236317, Tibial proper of lymphatic tree of free lower limb segment, Tibial proper of lymphatic tree of free lower limb segment,0
FMA (3.2),236321, Tibial proper of lymphatic tree of left free lower limb segment, Tibial proper of lymphatic tree of left free lower limb segment,0
FMA (3.2),236319, Tibial proper of lymphatic tree of right free lower limb segment, Tibial proper of lymphatic tree of right free lower limb segment,0
FMA (3.2),45109, Tibial tarsal synovial tendon sheath, Tibial tarsal synovial tendon sheath,0
FMA (3.2),22532, Tibialis anterior, Tibialis anterior,0
FMA (3.2),51099, Tibialis posterior, Tibialis posterior,0
FMA (3.2),54640, Tongue, Tongue,0
FMA (3.2),12516, Tooth, Tooth,0
FMA (3.2),7394, Trachea, Trachea,0
FMA (3.2),4750, Tracheal vein, Tracheal vein,0
FMA (3.2),5950, Tracheobronchial lymph node, Tracheobronchial lymph node,0
FMA (3.2),71766, Tracheobronchial lymph node group, Tracheobronchial lymph node group,0
FMA (3.2),75624, Tracheobronchial lymphatic chain, Tracheobronchial lymphatic chain,0
FMA (3.2),7393, Tracheobronchial tree, Tracheobronchial tree,0
FMA (3.2),48974, Tragicus, Tragicus,0
FMA (3.2),46582, Transverse arytenoid, Transverse arytenoid,0
FMA (3.2),265643, Transverse cervical lymphatic chain, Transverse cervical lymphatic chain,0
FMA (3.2),6873, Transverse cervical nerve, Transverse cervical nerve,0
FMA (3.2),14546, Transverse colon, Transverse colon,0
FMA (3.2),48983, Transverse muscle of auricle, Transverse muscle of auricle,0
FMA (3.2),48985, Transverse muscle of left auricle, Transverse muscle of left auricle,0
FMA (3.2),48984, Transverse muscle of right auricle, Transverse muscle of right auricle,0
FMA (3.2),46695, Transverse muscle of tongue, Transverse muscle of tongue,0
FMA (3.2),35013, Transverse process of coccygeal segment, Transverse process of coccygeal segment,0
FMA (3.2),273671, Transverse temporal gyrus, Transverse temporal gyrus,0
FMA (3.2),15570, Transversus abdominis, Transversus abdominis,0
FMA (3.2),49080, Transversus menti, Transversus menti,0
FMA (3.2),9760, Transversus thoracis, Transversus thoracis,0
FMA (3.2),5013, Transvertebral communicating vein, Transvertebral communicating vein,0
FMA (3.2),23721, Trapezium, Trapezium,0
FMA (3.2),9626, Trapezius, Trapezius,0
FMA (3.2),23724, Trapezoid, Trapezoid,0
FMA (3.2),14294, Tributary of azygos vein, Tributary of azygos vein,0
FMA (3.2),51022, Tributary of basal vein, Tributary of basal vein,0
FMA (3.2),51312, Tributary of deep middle cerebral vein, Tributary of deep middle cerebral vein,0
FMA (3.2),50996, Tributary of great cerebral vein, Tributary of great cerebral vein,0
FMA (3.2),15409, Tributary of ileocolic vein, Tributary of ileocolic vein,0
FMA (3.2),15392, Tributary of inferior mesenteric vein, Tributary of inferior mesenteric vein,0
FMA (3.2),51328, Tributary of internal cerebral vein, Tributary of internal cerebral vein,0
FMA (3.2),18889, Tributary of internal iliac vein, Tributary of internal iliac vein,0
FMA (3.2),15387, Tributary of splenic vein, Tributary of splenic vein,0
FMA (3.2),15396, Tributary of superior mesenteric vein, Tributary of superior mesenteric vein,0
FMA (3.2),51353, Tributary of superior petrosal vein, Tributary of superior petrosal vein,0
FMA (3.2),51006, Tributary of superior thalamostriate vein, Tributary of superior thalamostriate vein,0
FMA (3.2),75625, Tributary of tracheobronchial lymphatic chain, Tributary of tracheobronchial lymphatic chain,0
FMA (3.2),37688, Triceps brachii, Triceps brachii,0
FMA (3.2),50866, Trigeminal nerve, Trigeminal nerve,0
FMA (3.2),23715, Triquetral, Triquetral,0
FMA (3.2),45063, Trochanteric bursa of gluteus maximus, Trochanteric bursa of gluteus maximus,0
FMA (3.2),45072, Trochanteric bursa of gluteus medius, Trochanteric bursa of gluteus medius,0
FMA (3.2),45066, Trochanteric bursa of gluteus minimus, Trochanteric bursa of gluteus minimus,0
FMA (3.2),45065, Trochanteric bursa of left gluteus maximus, Trochanteric bursa of left gluteus maximus,0
FMA (3.2),45074, Trochanteric bursa of left gluteus medius, Trochanteric bursa of left gluteus medius,0
FMA (3.2),45068, Trochanteric bursa of left gluteus minimus, Trochanteric bursa of left gluteus minimus,0
FMA (3.2),45064, Trochanteric bursa of right gluteus maximus, Trochanteric bursa of right gluteus maximus,0
FMA (3.2),45073, Trochanteric bursa of right gluteus medius, Trochanteric bursa of right gluteus medius,0
FMA (3.2),45067, Trochanteric bursa of right gluteus minimus, Trochanteric bursa of right gluteus minimus,0
FMA (3.2),50865, Trochlear nerve, Trochlear nerve,0
FMA (3.2),7592, True rib, True rib,0
FMA (3.2),69214, Trunk of anterior basal segmental lymphatic tree, Trunk of anterior basal segmental lymphatic tree,0
FMA (3.2),15769, Trunk of anterior inferior tributary of right hepatic biliary tr, Trunk of anterior inferior tributary of right hepatic biliary tr,0
FMA (3.2),69199, Trunk of anterior segmental lymphatic tree, Trunk of anterior segmental lymphatic tree,0
FMA (3.2),15768, Trunk of anterior superior tributary of right hepatic biliary tr, Trunk of anterior superior tributary of right hepatic biliary tr,0
FMA (3.2),14671, Trunk of anterior tributary of right hepatic biliary tree, Trunk of anterior tributary of right hepatic biliary tree,0
FMA (3.2),69193, Trunk of apical segmental lymphatic tree, Trunk of apical segmental lymphatic tree,0
FMA (3.2),69202, Trunk of apicoposterior segmental lymphatic tree, Trunk of apicoposterior segmental lymphatic tree,0
FMA (3.2),69210, Trunk of basal segmental lymphatic tree, Trunk of basal segmental lymphatic tree,0
FMA (3.2),14677, Trunk of caudate lobe tributary of left hepatic biliary tree, Trunk of caudate lobe tributary of left hepatic biliary tree,0
FMA (3.2),14676, Trunk of caudate lobe tributary of right hepatic biliary tree, Trunk of caudate lobe tributary of right hepatic biliary tree,0
FMA (3.2),15776, Trunk of caudate process tributary of right hepatic biliary tree, Trunk of caudate process tributary of right hepatic biliary tree,0
FMA (3.2),69206, Trunk of inferior lingular lymphatic tree, Trunk of inferior lingular lymphatic tree,0
FMA (3.2),69217, Trunk of lateral basal segmental lymphatic tree, Trunk of lateral basal segmental lymphatic tree,0
FMA (3.2),15775, Trunk of lateral inferior tributary of left hepatic biliary tree, Trunk of lateral inferior tributary of left hepatic biliary tree,0
FMA (3.2),69203, Trunk of lateral segmental lymphatic tree, Trunk of lateral segmental lymphatic tree,0
FMA (3.2),15774, Trunk of lateral superior tributary of left hepatic biliary tree, Trunk of lateral superior tributary of left hepatic biliary tree,0
FMA (3.2),14673, Trunk of lateral tributary of left hepatic biliary tree, Trunk of lateral tributary of left hepatic biliary tree,0
FMA (3.2),69216, Trunk of left anterior basal segmental lymphatic tree, Trunk of left anterior basal segmental lymphatic tree,0
FMA (3.2),69201, Trunk of left anterior segmental lymphatic tree, Trunk of left anterior segmental lymphatic tree,0
FMA (3.2),69196, Trunk of left apical segmental lymphatic tree, Trunk of left apical segmental lymphatic tree,0
FMA (3.2),69219, Trunk of left lateral basal segmental lymphatic tree, Trunk of left lateral basal segmental lymphatic tree,0
FMA (3.2),69191, Trunk of left lower lobe lymphatic tree, Trunk of left lower lobe lymphatic tree,0
FMA (3.2),69213, Trunk of left medial basal segmental lymphatic tree, Trunk of left medial basal segmental lymphatic tree,0
FMA (3.2),69222, Trunk of left posterior basal segmental lymphatic tree, Trunk of left posterior basal segmental lymphatic tree,0
FMA (3.2),69198, Trunk of left posterior segmental lymphatic tree, Trunk of left posterior segmental lymphatic tree,0
FMA (3.2),69184, Trunk of left pulmonary lymphatic tree, Trunk of left pulmonary lymphatic tree,0
FMA (3.2),69209, Trunk of left superior segmental lymphatic tree, Trunk of left superior segmental lymphatic tree,0
FMA (3.2),69187, Trunk of left upper lobe lymphatic tree, Trunk of left upper lobe lymphatic tree,0
FMA (3.2),69224, Trunk of lingular lymphatic tree, Trunk of lingular lymphatic tree,0
FMA (3.2),69189, Trunk of lower lobe lymphatic tree, Trunk of lower lobe lymphatic tree,0
FMA (3.2),66162, Trunk of lymphatic tree, Trunk of lymphatic tree,0
FMA (3.2),69211, Trunk of medial basal segmental lymphatic tree, Trunk of medial basal segmental lymphatic tree,0
FMA (3.2),15773, Trunk of medial inferior tributary of left hepatic biliary tree, Trunk of medial inferior tributary of left hepatic biliary tree,0
FMA (3.2),69204, Trunk of medial segmental lymphatic tree, Trunk of medial segmental lymphatic tree,0
FMA (3.2),15772, Trunk of medial superior tributary of left hepatic biliary tree, Trunk of medial superior tributary of left hepatic biliary tree,0
FMA (3.2),14674, Trunk of medial tributary of left hepatic biliary tree, Trunk of medial tributary of left hepatic biliary tree,0
FMA (3.2),69188, Trunk of middle lobe lymphatic tree, Trunk of middle lobe lymphatic tree,0
FMA (3.2),69220, Trunk of posterior basal segmental lymphatic tree, Trunk of posterior basal segmental lymphatic tree,0
FMA (3.2),15771, Trunk of posterior inferior tributary of right hepatic biliary t, Trunk of posterior inferior tributary of right hepatic biliary t,0
FMA (3.2),69194, Trunk of posterior segmental lymphatic tree, Trunk of posterior segmental lymphatic tree,0
FMA (3.2),15770, Trunk of posterior superior tributary of right hepatic biliary t, Trunk of posterior superior tributary of right hepatic biliary t,0
FMA (3.2),14672, Trunk of posterior tributary of right hepatic biliary tree, Trunk of posterior tributary of right hepatic biliary tree,0
FMA (3.2),69182, Trunk of pulmonary lymphatic tree, Trunk of pulmonary lymphatic tree,0
FMA (3.2),8648, Trunk of pulmonary vein, Trunk of pulmonary vein,0
FMA (3.2),69215, Trunk of right anterior basal segmental lymphatic tree, Trunk of right anterior basal segmental lymphatic tree,0
FMA (3.2),69200, Trunk of right anterior segmental lymphatic tree, Trunk of right anterior segmental lymphatic tree,0
FMA (3.2),69195, Trunk of right apical segmental lymphatic tree, Trunk of right apical segmental lymphatic tree,0
FMA (3.2),69218, Trunk of right lateral basal segmental lymphatic tree, Trunk of right lateral basal segmental lymphatic tree,0
FMA (3.2),69190, Trunk of right lower lobe lymphatic tree, Trunk of right lower lobe lymphatic tree,0
FMA (3.2),69212, Trunk of right medial basal segmental lymphatic tree, Trunk of right medial basal segmental lymphatic tree,0
FMA (3.2),69221, Trunk of right posterior basal segmental lymphatic tree, Trunk of right posterior basal segmental lymphatic tree,0
FMA (3.2),69197, Trunk of right posterior segmental lymphatic tree, Trunk of right posterior segmental lymphatic tree,0
FMA (3.2),69183, Trunk of right pulmonary lymphatic tree, Trunk of right pulmonary lymphatic tree,0
FMA (3.2),69208, Trunk of right superior segmental lymphatic tree, Trunk of right superior segmental lymphatic tree,0
FMA (3.2),69186, Trunk of right upper lobe lymphatic tree, Trunk of right upper lobe lymphatic tree,0
FMA (3.2),69192, Trunk of segmental lymphatic tree, Trunk of segmental lymphatic tree,0
FMA (3.2),15765, Trunk of segmental tributary of hepatic biliary tree, Trunk of segmental tributary of hepatic biliary tree,0
FMA (3.2),69205, Trunk of superior lingular lymphatic tree, Trunk of superior lingular lymphatic tree,0
FMA (3.2),69207, Trunk of superior segmental lymphatic tree, Trunk of superior segmental lymphatic tree,0
FMA (3.2),62512, Trunk of systemic vein, Trunk of systemic vein,0
FMA (3.2),69185, Trunk of upper lobe lymphatic tree, Trunk of upper lobe lymphatic tree,0
FMA (3.2),82365, Twelfth levator costae, Twelfth levator costae,0
FMA (3.2),8515, Twelfth rib, Twelfth rib,0
FMA (3.2),81565, Twelfth thoracic intertransversarius, Twelfth thoracic intertransversarius,0
FMA (3.2),6167, Twelfth thoracic nerve, Twelfth thoracic nerve,0
FMA (3.2),10081, Twelfth thoracic vertebra, Twelfth thoracic vertebra,0
FMA (3.2),10089, Twelfth thoracic vertebral arch, Twelfth thoracic vertebral arch,0
FMA (3.2),7593, Typical rib, Typical rib,0
FMA (3.2),23466, Ulna, Ulna,0
FMA (3.2),235996, Ulnar lymphatic tree of free upper limb segment, Ulnar lymphatic tree of free upper limb segment,0
FMA (3.2),236056, Ulnar lymphatic tree of left free upper limb segment, Ulnar lymphatic tree of left free upper limb segment,0
FMA (3.2),236054, Ulnar lymphatic tree of right free upper limb segment, Ulnar lymphatic tree of right free upper limb segment,0
FMA (3.2),37319, Ulnar nerve, Ulnar nerve,0
FMA (3.2),236000, Ulnar proper of lymphatic tree of free upper limb segment, Ulnar proper of lymphatic tree of free upper limb segment,0
FMA (3.2),236060, Ulnar proper of lymphatic tree of left free upper limb segment, Ulnar proper of lymphatic tree of left free upper limb segment,0
FMA (3.2),236058, Ulnar proper of lymphatic tree of right free upper limb segment, Ulnar proper of lymphatic tree of right free upper limb segment,0
FMA (3.2),4709, Unnamed tributary from left atrium, Unnamed tributary from left atrium,0
FMA (3.2),4710, Unnamed tributary from left ventricle, Unnamed tributary from left ventricle,0
FMA (3.2),4711, Unnamed tributary from right ventricle, Unnamed tributary from right ventricle,0
FMA (3.2),4719, Unnamed tributary of cardiac vein, Unnamed tributary of cardiac vein,0
FMA (3.2),84216, Upper central primary incisor tooth, Upper central primary incisor tooth,0
FMA (3.2),55722, Upper central secondary incisor tooth, Upper central secondary incisor tooth,0
FMA (3.2),54439, Upper eyelid, Upper eyelid,0
FMA (3.2),84211, Upper first primary molar tooth, Upper first primary molar tooth,0
